title	isbn	author_first_name	author_last_name	author_website	publisher	publication_year	acquisition_date	acquisition_price
To American Surface	0-435-32064-5	Frank	Johnson	https://johnson.com	Faulkner-Taylor	1902	1921-07-07	$2.28
To American Surface	0-435-32064-5	Frank	Johnson	https://johnson.com	Faulkner-Taylor	1902	2002-02-06	$3.16
To American Surface	0-435-32064-5	Frank	Johnson	https://johnson.com	Faulkner-Taylor	1902	2011-08-12	$13.94
Real Either Clear Your Start	1-83913-387-2	Samantha	Trevino	https://trevino.com	Hughes PLC	1947	1960-04-14	$8.73
Real Either Clear Your Start	1-83913-387-2	Samantha	Trevino	https://trevino.com	Hughes PLC	1947	1993-02-13	$2.54
Real Either Clear Your Start	1-122-01253-5	Samantha	Trevino	https://trevino.com	Hughes PLC	2017	2017-10-02	$7.42
Bar Away Sing	0-86899-181-3	Laura	Smith	https://laurasmith.com	Obrien-Martin	1919	1973-04-16	$4.77
Bar Away Sing	0-86899-181-3	Laura	Smith	https://laurasmith.com	Obrien-Martin	1919	1921-11-08	$3.37
Book Pay Life Form	1-314-15023-5	Tyler	King	https://king.biz	Ruiz, Herrera and Knox	1927	1927-11-12	$7.07
Book Pay Life Form	1-314-15023-5	Tyler	King	https://king.biz	Ruiz, Herrera and Knox	1927	2004-01-24	$6.54
Book Pay Life Form	1-314-15023-5	Tyler	King	https://king.biz	Ruiz, Herrera and Knox	1927	1931-03-04	$14.92
Book Pay Life Form	0-387-76457-7	Tyler	King	https://king.biz	Greene, Patel and Kent	2006	2018-01-30	$10.46
Book Pay Life Form	0-387-76457-7	Tyler	King	https://king.biz	Greene, Patel and Kent	2006	2012-08-02	$2.04
Book Pay Life Form	0-387-76457-7	Tyler	King	https://king.biz	Greene, Patel and Kent	2006	2009-12-29	$13.91
Bank Least Talk Candidate	0-85432-064-4	Laura	Hamilton		Ruiz, Herrera and Knox	1910	1975-05-01	$5.54
Parent Cause Wife	0-643-72867-8	Patrick	Frost	https://patrickfrost.biz	Faulkner-Taylor	2005	2009-06-30	$4.97
Parent Cause Wife	0-643-72867-8	Patrick	Frost	https://patrickfrost.biz	Faulkner-Taylor	2005	2012-11-12	$12.06
Parent Cause Wife	0-643-72867-8	Patrick	Frost	https://patrickfrost.biz	Faulkner-Taylor	2005	2009-03-17	$11.46
Parent Cause Wife	0-455-53299-0	Patrick	Frost	https://patrickfrost.biz	Faulkner-Taylor	2020	2020-08-25	$11.66
Parent Cause Wife	0-455-53299-0	Patrick	Frost	https://patrickfrost.biz	Faulkner-Taylor	2020	2021-08-31	$9.07
Live Who Will	1-943439-60-5	Douglas	Norris	https://norris.com	Ruiz, Herrera and Knox	1981	1990-12-20	$0.58
Where Other Thank	1-75324-073-5	Kevin	Henderson	https://kevinhenderson.org	Ruiz, Herrera and Knox	1968	2009-03-29	$10.95
Drop Since Policy Something	1-7355506-2-0	Elizabeth	Fuentes		Abbott Group	1964	1965-11-10	$4.52
Draw Interest Among Day	1-71130-704-1	Kevin	Henderson	https://kevinhenderson.org	Abbott Group	2015	2019-12-24	$9.12
Draw Interest Among Day	1-71130-704-1	Kevin	Henderson	https://kevinhenderson.org	Abbott Group	2015	2021-11-07	$13.70
Draw Interest Among Day	1-71130-704-1	Kevin	Henderson	https://kevinhenderson.org	Abbott Group	2015	2017-10-14	$7.33
Draw Interest Among Day	1-71130-704-1	Kevin	Henderson	https://kevinhenderson.org	Abbott Group	2015	2021-02-28	$3.57
Today Pick Drop Near Adult	1-912711-24-9	Douglas	Trevino	https://trevino.org	Greene, Patel and Kent	1921	2020-10-10	$12.19
Myself Thus Western Usually	0-18-610113-9	Erika	Valdez		Bailey-Norman	1993	2015-01-18	$4.39
Then Any Project Out Close	0-204-32738-5	Andrew	Williams	http://andrewwilliams.com	Ruiz, Herrera and Knox	2005	2007-12-08	$2.77
Order Whom Reveal Event	0-473-54523-3	Rachel	Little	https://rachellittle.com	Hughes PLC	1987	2017-05-17	$2.49
Order Whom Reveal Event	0-473-54523-3	Rachel	Little	https://rachellittle.com	Hughes PLC	1987	2016-02-26	$14.43
Order Whom Reveal Event	0-473-54523-3	Rachel	Little	https://rachellittle.com	Hughes PLC	1987	1992-09-01	$6.19
Order Whom Reveal Event	0-473-54523-3	Rachel	Little	https://rachellittle.com	Hughes PLC	1987	2004-11-08	$3.97
Size Grow College Write Join	0-7387-5544-3	Tara	Webb		Ruiz, Herrera and Knox	1947	2016-10-19	$7.43
Size Grow College Write Join	1-906532-18-4	Tara	Webb		Ruiz, Herrera and Knox	1995	2016-01-01	$11.27
Size Grow College Write Join	1-906532-18-4	Tara	Webb		Ruiz, Herrera and Knox	1995	1999-06-21	$6.54
Size Grow College Write Join	1-906532-18-4	Tara	Webb		Ruiz, Herrera and Knox	1995	2006-11-18	$9.67
Let I Range Within	0-7114-6107-4	Alicia	Hernandez	https://hernandez.com	Greene, Patel and Kent	1979	1993-12-31	$0.76
Let I Range Within	1-5196-7967-X	Alicia	Hernandez	https://hernandez.com	Greene, Patel and Kent	2017	2022-03-13	$2.06
Top Per Argue Quality	0-18-667820-7	Shannon	Wilcox		Bailey-Norman	2020	2021-03-01	$2.23
Member Situation Someone Top	0-908627-30-0	Meghan	Cardenas	https://cardenas.com	Abbott Group	1979	1986-08-24	$6.59
Member Situation Someone Top	0-908627-30-0	Meghan	Cardenas	https://cardenas.com	Abbott Group	1979	2009-12-10	$0.45
Member Situation Someone Top	1-67486-299-7	Meghan	Cardenas	https://cardenas.com	Faulkner-Taylor	2020	2022-01-06	$8.25
Member Situation Someone Top	1-369-16851-9	Meghan	Cardenas	https://cardenas.com	Faulkner-Taylor	2020	2021-04-22	$11.02
Air You Record Statement	1-344-10298-0	Maria	Nguyen	http://marianguyen.com	Hughes PLC	1964	1984-07-05	$13.77
Air You Record Statement	1-344-10298-0	Maria	Nguyen	http://marianguyen.com	Hughes PLC	1964	2007-08-29	$12.37
Air You Record Statement	1-78949-261-0	Maria	Nguyen	http://marianguyen.com	Hughes PLC	1969	1989-11-06	$14.70
Air You Record Statement	1-78949-261-0	Maria	Nguyen	http://marianguyen.com	Hughes PLC	1969	1979-11-18	$10.24
Air You Record Statement	1-78949-261-0	Maria	Nguyen	http://marianguyen.com	Hughes PLC	1969	1976-06-06	$0.99
Air You Record Statement	0-17-003072-5	Maria	Nguyen	http://marianguyen.com	Hughes PLC	1976	2007-11-15	$2.77
Air You Record Statement	1-66274-764-0	Maria	Nguyen	http://marianguyen.com	Hughes PLC	2012	2016-09-29	$1.15
Popular Happy The	1-332-45874-2	Jay	Marshall		Ruiz, Herrera and Knox	1900	1979-08-08	$5.26
Popular Happy The	1-909678-33-3	Jay	Marshall		Abbott Group	1958	1970-10-28	$13.59
Wish Story Very	0-12-423933-1	Jerry	Stone	https://jerrystone.net	Obrien-Martin	1973	2008-01-07	$0.72
Wish Story Very	0-12-423933-1	Jerry	Stone	https://jerrystone.net	Obrien-Martin	1973	2010-06-28	$3.94
Wish Story Very	0-12-423933-1	Jerry	Stone	https://jerrystone.net	Obrien-Martin	1973	1979-04-17	$10.25
Central Become Daughter	0-8069-9511-4	Stephanie	Brown	https://brown.com	Hughes PLC	1918	1987-04-08	$11.29
Central Become Daughter	0-8069-9511-4	Stephanie	Brown	https://brown.com	Hughes PLC	1918	1918-03-03	$6.98
Central Become Daughter	1-880767-64-3	Stephanie	Brown	https://brown.com	Hughes PLC	1938	1940-05-28	$6.92
Meet Involve Between Whether	0-15-960719-1	Joshua	Harper	https://joshuaharper.com	Bailey-Norman	1976	2007-02-11	$11.23
Meet Involve Between Whether	0-434-35550-X	Joshua	Harper	https://joshuaharper.com	Bailey-Norman	1988	2009-05-03	$13.72
Second Study Next After Mrs	0-587-43287-X	Richard	Weaver	https://weaver.com	Kerr, Hunter and Andrews	2000	2010-04-13	$5.08
Until Size True	1-60926-665-X	Joshua	Moore	https://joshuamoore.biz	Newman Inc	2012	2012-11-29	$13.88
Story Near Hard State	0-203-07856-X	Stephanie	Wright	https://wright.info	Hawkins-Jackson	1982	1982-01-28	$4.04
Story Near Hard State	0-12-355209-5	Stephanie	Wright	https://wright.info	Ruiz, Herrera and Knox	2001	2015-10-26	$1.22
Story Near Hard State	0-424-92144-8	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2022-01-06	$3.39
Story Near Hard State	0-424-92144-8	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2021-05-23	$7.85
Story Near Hard State	0-424-92144-8	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2022-02-25	$2.02
Story Near Hard State	0-424-92144-8	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2022-07-01	$4.84
Story Near Hard State	0-424-92144-8	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2021-05-14	$10.17
Story Near Hard State	0-6485386-0-5	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2022-04-07	$6.57
Story Near Hard State	0-6485386-0-5	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2021-09-22	$4.63
Story Near Hard State	0-6485386-0-5	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2022-05-14	$6.44
Story Near Hard State	0-6485386-0-5	Stephanie	Wright	https://wright.info	Lane-Travis	2021	2021-08-16	$7.98
Threat Evidence Pretty	1-62136-591-3	Gary	Moore		Ruiz, Herrera and Knox	1926	1927-02-08	$10.73
Threat Evidence Pretty	1-62136-591-3	Gary	Moore		Ruiz, Herrera and Knox	1926	1953-12-22	$12.57
Age The Should Whose Case	0-222-70439-X	David	Cruz	https://cruz.biz	Greene, Patel and Kent	1938	1943-05-25	$3.02
Buy News Road At Price	0-298-00826-2	Lee	Gaines	http://gaines.info	Abbott Group	2008	2008-03-06	$5.17
Board Carry Southern Writer	1-05-876364-4	John	Robbins	https://robbins.com	Hawkins-Jackson	2003	2005-12-12	$6.55
Board Carry Southern Writer	1-05-876364-4	John	Robbins	https://robbins.com	Hawkins-Jackson	2003	2019-04-15	$12.44
Board Carry Southern Writer	1-05-876364-4	John	Robbins	https://robbins.com	Hawkins-Jackson	2003	2009-03-28	$12.25
Board Carry Southern Writer	1-05-876364-4	John	Robbins	https://robbins.com	Hawkins-Jackson	2003	2011-12-31	$5.11
Wait Billion Behavior Street	1-77737-649-1	Aaron	Johnson	https://aaronjohnson.com	Ruiz, Herrera and Knox	2015	2021-04-27	$8.30
Wait Billion Behavior Street	1-904368-14-X	Aaron	Johnson	https://aaronjohnson.com	Ruiz, Herrera and Knox	2017	2018-10-08	$2.33
Wait Billion Behavior Street	1-84843-541-X	Aaron	Johnson	https://aaronjohnson.com	Ruiz, Herrera and Knox	2017	2020-04-05	$5.03
Wait Billion Behavior Street	1-84843-541-X	Aaron	Johnson	https://aaronjohnson.com	Ruiz, Herrera and Knox	2017	2021-09-13	$7.01
Wait Billion Behavior Street	1-84843-541-X	Aaron	Johnson	https://aaronjohnson.com	Ruiz, Herrera and Knox	2017	2022-05-13	$1.35
Wait Billion Behavior Street	1-84843-541-X	Aaron	Johnson	https://aaronjohnson.com	Ruiz, Herrera and Knox	2017	2018-09-10	$4.63
Face Father Catch Wrong	1-61134-568-5	Andrea	Harris	https://andreaharris.net	Bailey-Norman	1912	1983-10-03	$7.05
Face Father Catch Wrong	1-61134-568-5	Andrea	Harris	https://andreaharris.net	Bailey-Norman	1912	2020-02-22	$4.53
Chance All Wide Those	0-571-31613-1	Amy	Obrien	https://amyobrien.com	Ruiz, Herrera and Knox	1984	2003-12-29	$14.64
Chance All Wide Those	0-9587509-3-9	Amy	Obrien	https://amyobrien.com	Ruiz, Herrera and Knox	2005	2020-02-25	$11.87
Common Free Forward On Style	0-13-381703-2	Alicia	Hernandez	https://hernandez.com	Ruiz, Herrera and Knox	1927	1933-05-27	$6.69
Common Free Forward On Style	0-13-381703-2	Alicia	Hernandez	https://hernandez.com	Ruiz, Herrera and Knox	1927	2014-05-23	$7.41
Common Free Forward On Style	0-13-381703-2	Alicia	Hernandez	https://hernandez.com	Ruiz, Herrera and Knox	1927	1935-05-22	$13.43
Simple Up Crime Pattern Lose	0-503-30522-7	Veronica	Dennis	https://veronicadennis.com	Obrien-Martin	1908	1936-03-04	$10.31
Simple Up Crime Pattern Lose	0-503-30522-7	Veronica	Dennis	https://veronicadennis.com	Obrien-Martin	1908	1945-01-30	$2.59
Simple Up Crime Pattern Lose	0-503-30522-7	Veronica	Dennis	https://veronicadennis.com	Obrien-Martin	1908	2005-01-17	$13.34
Both If Body	1-299-98857-1	Matthew	Brown		Lane-Travis	2002	2020-11-26	$10.38
Not House Party Company	0-676-27876-0	Rachel	Bishop	https://bishop.com	Bailey-Norman	1915	1962-10-15	$14.20
Economic Perform Form Season	1-04-674193-4	Jeffery	Lopez	https://lopez.com	Hughes PLC	1906	1994-12-25	$5.41
Economic Perform Form Season	1-04-674193-4	Jeffery	Lopez	https://lopez.com	Hughes PLC	1906	1971-08-12	$14.93
Raise Him Exactly Interview	1-5159-3881-6	Stephanie	Wright	https://wright.info	Greene, Patel and Kent	1999	2022-02-20	$1.84
Do Summer Employee That	0-02-931179-9	Stephanie	Wright	https://wright.info	Abbott Group	1993	2007-04-01	$0.58
Clear Read There She Member	0-9626063-8-3	Rachel	Bishop	https://bishop.com	Hughes PLC	1949	1962-01-03	$1.53
Clear Read There She Member	0-9626063-8-3	Rachel	Bishop	https://bishop.com	Hughes PLC	1949	2016-01-21	$12.83
Mr Suffer Understand	0-18-753422-5	Timothy	Johnson	https://timothyjohnson.com	Hughes PLC	1970	1995-05-27	$3.21
Heart Apply Teacher Last	0-285-87082-3	Ruth	Anderson	http://ruthanderson.com	Newman Inc	1935	1957-07-05	$13.17
Team Fly Inside Above	1-5294-8136-8	Thomas	Russo		Ruiz, Herrera and Knox	1998	2006-03-21	$14.02
Team Fly Inside Above	1-82982-979-3	Thomas	Russo		Ruiz, Herrera and Knox	2012	2013-08-14	$0.11
Team Fly Inside Above	1-82982-979-3	Thomas	Russo		Ruiz, Herrera and Knox	2012	2020-12-29	$6.80
Team Fly Inside Above	1-82982-979-3	Thomas	Russo		Ruiz, Herrera and Knox	2012	2016-12-20	$11.96
Team Fly Inside Above	1-82982-979-3	Thomas	Russo		Ruiz, Herrera and Knox	2012	2012-06-14	$0.48
Where On Arrive	1-66152-376-5	Brian	Powers	https://brianpowers.com	Lane-Travis	1933	1989-05-24	$0.79
Respond Ground Free Floor	0-253-52485-7	Brian	Robinson	https://robinson.net	Bailey-Norman	1999	2005-07-07	$10.96
Sort Gun Old	0-18-521825-3	Michael	Dickerson	https://dickerson.com	Ruiz, Herrera and Knox	1903	1930-03-11	$1.08
Sort Gun Old	0-18-521825-3	Michael	Dickerson	https://dickerson.com	Ruiz, Herrera and Knox	1903	1977-06-25	$2.21
Job Allow Voice Third	1-964793-37-8	Kim	Larson	https://kimlarson.com	Faulkner-Taylor	1984	2004-05-03	$0.88
Sit Property Truth Civil And	0-210-29002-1	Kevin	Smith	https://kevinsmith.com	Salas, Price and Sparks	1954	1964-07-22	$14.67
Sit Property Truth Civil And	0-210-29002-1	Kevin	Smith	https://kevinsmith.com	Salas, Price and Sparks	1954	2017-12-03	$14.02
Sit Property Truth Civil And	0-210-29002-1	Kevin	Smith	https://kevinsmith.com	Salas, Price and Sparks	1954	1961-08-09	$1.72
Sit Property Truth Civil And	0-210-29002-1	Kevin	Smith	https://kevinsmith.com	Salas, Price and Sparks	1954	1957-03-01	$14.57
Number Feel Father Change	1-341-83564-2	Ashley	Adams	http://ashleyadams.info	Hawkins-Jackson	1932	2017-02-22	$7.94
Number Feel Father Change	1-341-83564-2	Ashley	Adams	http://ashleyadams.info	Hawkins-Jackson	1932	2002-06-29	$9.60
Number Feel Father Change	1-341-83564-2	Ashley	Adams	http://ashleyadams.info	Hawkins-Jackson	1932	1995-09-07	$14.59
Instead Respond Radio Try	0-7501-1183-6	Kim	Larson	https://kimlarson.com	Greene, Patel and Kent	1900	1959-11-10	$12.03
Instead Respond Radio Try	0-7501-1183-6	Kim	Larson	https://kimlarson.com	Greene, Patel and Kent	1900	1966-08-03	$10.38
Instead Respond Radio Try	0-7501-1183-6	Kim	Larson	https://kimlarson.com	Greene, Patel and Kent	1900	1958-02-26	$8.65
Instead Respond Radio Try	0-7501-1183-6	Kim	Larson	https://kimlarson.com	Greene, Patel and Kent	1900	1929-07-09	$11.72
Instead Respond Radio Try	0-7501-1183-6	Kim	Larson	https://kimlarson.com	Greene, Patel and Kent	1900	1908-12-31	$13.16
Instead Respond Radio Try	0-7501-1183-6	Kim	Larson	https://kimlarson.com	Greene, Patel and Kent	1900	2021-06-17	$3.78
Instead Respond Radio Try	0-7501-1183-6	Kim	Larson	https://kimlarson.com	Greene, Patel and Kent	1900	1911-07-27	$13.66
Kid Husband Card If	1-82930-583-2	Hunter	Dunn	http://dunn.com	Morales-Nguyen	1992	1998-10-25	$9.63
Kid Husband Card If	1-82930-583-2	Hunter	Dunn	http://dunn.com	Morales-Nguyen	1992	1997-07-07	$13.15
Kid Husband Card If	1-82930-583-2	Hunter	Dunn	http://dunn.com	Morales-Nguyen	1992	2009-03-30	$7.09
Conference Capital Either	0-06-752364-1	Douglas	Norris	https://norris.com	Ruiz, Herrera and Knox	2020	2020-07-12	$11.27
Conference Capital Either	0-06-752364-1	Douglas	Norris	https://norris.com	Ruiz, Herrera and Knox	2020	2020-04-19	$7.62
Peace Company Event Care At	1-5056-5589-7	Katherine	Moore	https://moore.com	Ruiz, Herrera and Knox	1924	1941-03-19	$9.65
Peace Company Event Care At	1-5056-5589-7	Katherine	Moore	https://moore.com	Ruiz, Herrera and Knox	1924	2022-06-15	$9.20
Cover Moment Fear Gun	0-85981-684-2	Samantha	Trevino	https://trevino.com	Abbott Group	1924	1970-07-29	$11.90
Cover Moment Fear Gun	0-85981-684-2	Samantha	Trevino	https://trevino.com	Abbott Group	1924	1969-06-27	$3.64
Cover Moment Fear Gun	0-85981-684-2	Samantha	Trevino	https://trevino.com	Abbott Group	1924	1935-02-08	$0.96
Cover Moment Fear Gun	0-85981-684-2	Samantha	Trevino	https://trevino.com	Abbott Group	1924	1933-06-01	$6.45
Cover Moment Fear Gun	0-85981-684-2	Samantha	Trevino	https://trevino.com	Abbott Group	1924	1989-08-04	$6.14
Yard Sea Yard Despite I Blue	1-123-68950-4	Brian	Powers	https://brianpowers.com	Hawkins-Jackson	2006	2016-02-21	$14.79
Effect Sure Economic Lay Can	0-10-282512-2	Jeffrey	Bell	https://jeffreybell.com	Morales-Nguyen	1908	1944-10-16	$1.15
Effect Sure Economic Lay Can	0-10-282512-2	Jeffrey	Bell	https://jeffreybell.com	Morales-Nguyen	1908	1930-02-28	$8.85
Ground Alone Give Need	1-345-90685-4	Travis	Munoz		Bailey-Norman	1904	1932-12-10	$12.21
Ground Alone Give Need	1-345-90685-4	Travis	Munoz		Bailey-Norman	1904	1935-02-07	$0.43
Speak Happy Maintain Site As	0-7674-1081-5	Kim	Larson	https://kimlarson.com	Morales-Nguyen	1999	1999-09-20	$7.46
Speak Happy Maintain Site As	0-7674-1081-5	Kim	Larson	https://kimlarson.com	Morales-Nguyen	1999	2001-11-10	$12.19
Speak Happy Maintain Site As	0-525-43579-4	Kim	Larson	https://kimlarson.com	Morales-Nguyen	2003	2018-10-04	$14.96
Physical Able Hold Herself	1-78232-815-7	Timothy	Johnson	https://timothyjohnson.com	Ruiz, Herrera and Knox	1992	1996-07-14	$3.33
Physical Able Hold Herself	1-78232-815-7	Timothy	Johnson	https://timothyjohnson.com	Ruiz, Herrera and Knox	1992	2019-12-12	$4.11
Enough Model Truth Cell	1-78863-535-3	Shannon	Wilcox		Hughes PLC	1988	1992-06-07	$2.62
Enough Model Truth Cell	1-78863-535-3	Shannon	Wilcox		Hughes PLC	1988	2002-01-16	$1.21
Enough Model Truth Cell	1-78863-535-3	Shannon	Wilcox		Hughes PLC	1988	2012-01-08	$12.91
Enough Model Truth Cell	1-78863-535-3	Shannon	Wilcox		Hughes PLC	1988	2010-01-06	$13.53
Sea Thank Whose Thus Success	1-204-58730-2	Aaron	Rivera	https://aaronrivera.com	Lane-Travis	1973	2002-11-14	$12.70
Sea Thank Whose Thus Success	1-204-58730-2	Aaron	Rivera	https://aaronrivera.com	Lane-Travis	1973	1989-08-21	$6.86
Price Set Already Along Rich	1-229-68780-7	Amy	Obrien	https://amyobrien.com	Obrien-Martin	1978	2014-09-16	$8.74
Price Set Already Along Rich	1-229-68780-7	Amy	Obrien	https://amyobrien.com	Obrien-Martin	1978	2020-05-11	$7.12
Price Set Already Along Rich	1-229-68780-7	Amy	Obrien	https://amyobrien.com	Obrien-Martin	1978	1990-11-09	$2.92
Price Set Already Along Rich	0-09-249891-4	Amy	Obrien	https://amyobrien.com	Obrien-Martin	2000	2019-12-08	$0.82
Price Set Already Along Rich	0-09-249891-4	Amy	Obrien	https://amyobrien.com	Obrien-Martin	2000	2017-11-26	$2.23
Price Set Already Along Rich	0-09-249891-4	Amy	Obrien	https://amyobrien.com	Obrien-Martin	2000	2009-05-26	$4.45
Price Set Already Along Rich	0-09-249891-4	Amy	Obrien	https://amyobrien.com	Obrien-Martin	2000	2022-02-07	$6.01
Law East Into	0-09-675124-X	Elizabeth	Torres	https://elizabethtorres.biz	Lane-Travis	1941	1996-10-22	$9.42
Same Growth Mean Ball	1-5483-4121-5	April	Davis		Ruiz, Herrera and Knox	1996	2003-06-06	$13.98
Same Growth Mean Ball	1-5483-4121-5	April	Davis		Ruiz, Herrera and Knox	1996	2020-09-30	$5.88
Same Growth Mean Ball	1-5483-4121-5	April	Davis		Ruiz, Herrera and Knox	1996	2009-05-22	$6.90
Same Growth Mean Ball	1-5483-4121-5	April	Davis		Ruiz, Herrera and Knox	1996	1997-04-03	$4.29
Same Growth Mean Ball	1-5483-4121-5	April	Davis		Ruiz, Herrera and Knox	1996	2010-09-08	$1.38
Same Growth Mean Ball	1-5483-4121-5	April	Davis		Ruiz, Herrera and Knox	1996	2001-03-01	$12.27
Same Growth Mean Ball	1-5483-4121-5	April	Davis		Ruiz, Herrera and Knox	1996	2016-06-17	$3.23
Same Growth Mean Ball	1-5483-4121-5	April	Davis		Ruiz, Herrera and Knox	1996	2004-03-25	$12.33
Appear Dinner Exist	1-337-45251-3	Todd	Mejia	https://mejia.com	Hughes PLC	1998	2008-11-06	$6.81
Appear Dinner Exist	1-337-45251-3	Todd	Mejia	https://mejia.com	Hughes PLC	1998	2003-03-19	$14.39
Appear Dinner Exist	1-337-45251-3	Todd	Mejia	https://mejia.com	Hughes PLC	1998	2006-07-17	$7.66
Author Successful Fall Four	0-7483-7854-5	Julie	Cardenas	https://juliecardenas.com	Abbott Group	2016	2019-08-31	$4.57
Author Successful Fall Four	0-7483-7854-5	Julie	Cardenas	https://juliecardenas.com	Abbott Group	2016	2021-02-23	$13.84
Author Successful Fall Four	0-7483-7854-5	Julie	Cardenas	https://juliecardenas.com	Abbott Group	2016	2016-11-21	$1.89
Author Successful Fall Four	0-7483-7854-5	Julie	Cardenas	https://juliecardenas.com	Abbott Group	2016	2017-08-05	$11.99
Author Successful Fall Four	0-7483-7854-5	Julie	Cardenas	https://juliecardenas.com	Abbott Group	2016	2017-03-17	$11.72
Wide Moment Old Notice	1-363-66807-2	Chad	Esparza	https://esparza.info	Ruiz, Herrera and Knox	2013	2022-06-12	$6.40
Contain Campaign Sell Ask It	1-81071-315-3	Danielle	Humphrey		Bailey-Norman	1972	1992-02-01	$3.67
Enjoy Leader Away Stop	0-9883326-1-2	Janet	Rios	https://rios.com	Obrien-Martin	2003	2020-12-20	$4.43
Enjoy Leader Away Stop	0-9883326-1-2	Janet	Rios	https://rios.com	Obrien-Martin	2003	2011-03-27	$9.43
Eight Message Voice Suddenly	1-64300-570-7	Meghan	Cardenas	https://cardenas.com	Hawkins-Jackson	1984	2010-05-31	$9.63
Eight Message Voice Suddenly	1-64300-570-7	Meghan	Cardenas	https://cardenas.com	Hawkins-Jackson	1984	1992-10-09	$1.44
Figure Prepare Own Mean Whom	1-85282-228-7	Jason	Carter	https://jasoncarter.com	Bailey-Norman	2021	2021-10-29	$1.39
Ground Pm Heart Born Order	1-906492-62-X	Amber	Anderson	https://amberanderson.com	Hughes PLC	1977	1988-01-15	$7.34
Ground Pm Heart Born Order	1-906492-62-X	Amber	Anderson	https://amberanderson.com	Hughes PLC	1977	2002-02-01	$0.40
Ground Pm Heart Born Order	1-906492-62-X	Amber	Anderson	https://amberanderson.com	Hughes PLC	1977	2000-02-11	$10.41
History Pm Effect Box	1-4754-1896-5	Timothy	Johnson	https://timothyjohnson.com	Hughes PLC	1983	1990-03-19	$14.48
Science Put Charge	1-85139-398-6	Michael	Reeves	https://michaelreeves.com	Ruiz, Herrera and Knox	1991	2012-07-30	$0.27
Science Put Charge	1-85139-398-6	Michael	Reeves	https://michaelreeves.com	Ruiz, Herrera and Knox	1991	2003-12-27	$3.23
Practice Side Exist Program	0-900281-98-7	Evan	Lowe		Newman Inc	1970	2010-04-19	$0.18
Practice Side Exist Program	0-7822-2594-2	Evan	Lowe		Newman Inc	2003	2015-10-29	$9.14
Practice Side Exist Program	0-550-21485-2	Evan	Lowe		Newman Inc	2020	2020-02-08	$6.09
Practice Side Exist Program	0-550-21485-2	Evan	Lowe		Newman Inc	2020	2021-05-17	$3.24
Practice Side Exist Program	0-550-21485-2	Evan	Lowe		Newman Inc	2020	2021-09-22	$13.99
Movement Tax Step	0-86652-986-1	Julie	Ryan	https://ryan.com	Lane-Travis	1984	2005-06-07	$13.24
Movement Tax Step	1-312-00553-X	Julie	Ryan	https://ryan.com	Abbott Group	2015	2020-07-01	$1.76
Movement Tax Step	1-312-00553-X	Julie	Ryan	https://ryan.com	Abbott Group	2015	2015-04-17	$3.58
Hotel Break System Firm	0-439-11248-6	Thomas	Russo		Ruiz, Herrera and Knox	2005	2015-07-30	$10.95
Hotel Break System Firm	0-439-11248-6	Thomas	Russo		Ruiz, Herrera and Knox	2005	2017-01-14	$7.30
Hotel Break System Firm	0-439-11248-6	Thomas	Russo		Ruiz, Herrera and Knox	2005	2007-10-18	$11.64
Hotel Break System Firm	0-439-11248-6	Thomas	Russo		Ruiz, Herrera and Knox	2005	2011-02-15	$9.13
Hotel Break System Firm	1-251-31603-4	Thomas	Russo		Ruiz, Herrera and Knox	2011	2014-05-10	$6.22
Hotel Break System Firm	1-251-31603-4	Thomas	Russo		Ruiz, Herrera and Knox	2011	2011-11-02	$7.86
Hotel Break System Firm	1-251-31603-4	Thomas	Russo		Ruiz, Herrera and Knox	2011	2012-09-30	$6.86
Hotel Break System Firm	1-251-31603-4	Thomas	Russo		Ruiz, Herrera and Knox	2011	2013-02-24	$3.40
Former Thousand Late Year	1-84434-040-6	Julie	Johnson	https://johnson.com	Abbott Group	1929	1932-04-14	$8.48
Former Thousand Late Year	1-84434-040-6	Julie	Johnson	https://johnson.com	Abbott Group	1929	1985-04-21	$10.57
Process Glass Onto Involve	0-631-93719-6	Emma	Woods	https://woods.info	Bailey-Norman	1988	2005-04-13	$13.29
Process Glass Onto Involve	1-312-22403-7	Emma	Woods	https://woods.info	Hawkins-Jackson	1996	2008-02-21	$7.18
Process Glass Onto Involve	1-05-473273-6	Emma	Woods	https://woods.info	Ruiz, Herrera and Knox	2003	2021-07-10	$8.81
Two Management Later Whom	0-7046-6168-3	Debra	Schmidt	https://debraschmidt.com	Ruiz, Herrera and Knox	2014	2020-01-09	$9.28
Improve Floor Begin Likely	1-01-081465-6	April	Davis		Abbott Group	1952	2003-03-07	$4.70
Improve Floor Begin Likely	0-495-31907-4	April	Davis		Abbott Group	1993	1993-08-16	$8.74
Improve Floor Begin Likely	0-650-09268-6	April	Davis		Abbott Group	2020	2021-06-28	$7.88
Improve Floor Begin Likely	1-254-51125-3	April	Davis		Abbott Group	2020	2021-12-28	$5.82
