id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording	Barcode	Acquisition Date	Acquisition Price
375	Leviathan	Hobbes	Thomas		Penguin Classics	1991	Paperback	736	English	JC153 .H65	929994212	320.1	Political Science  > Political Science  > Social sciences > The State	3E38C4C63B93420A0C4CAF89FC5C0F60	2001-07-15	11.29
376	Leviathan	Hobbes	Thomas		Penguin Classics	1991	Paperback	736	English	JC153 .H65	929994212	320.1	Political Science  > Political Science  > Social sciences > The State	C9D9AF7396D08235474E8AAED181F525	2021-01-19	5.30
377	The Landmark Arrian: The Campaigns of Alexander	Arrian			Anchor	2012	Paperback	560	English	DF234 .A77313	9781400079674	938.07	Ancient World > Greece to 323 > Greece to 323 > History and Geography > Macedonian Supremacy (362-323 BC)	BE4D182003325A67BB8D48C165AC6832	2017-12-18	19.41
378	The Landmark Arrian: The Campaigns of Alexander	Arrian			Anchor	2012	Paperback	560	English	DF234 .A77313	9781400079674	938.07	Ancient World > Greece to 323 > Greece to 323 > History and Geography > Macedonian Supremacy (362-323 BC)	AB7C1CD5AF31E1B360252F2B83B7BA8A	2014-12-24	8.74
379	The City & The City	Mieville	China	http://www.chinamieville.net/	Del Rey	2010	Paperback	352	English	PR6113.C28	034549752X	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	4D0BCB2FF2622F4B726BAA4F1216181B	2020-08-23	19.95
380	Westmark	Alexander	Lloyd		Firebird	2002	Paperback	192	English	PZ7.A3774 W	9780141310688	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	3DCFE8E1161C58124989B67037EA632C	2019-08-14	10.35
381	Westmark	Alexander	Lloyd		Firebird	2002	Paperback	192	English	PZ7.A3774 W	9780141310688	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	0B5AA2EFE3130758C38C7554E4B7E8B2	2016-01-02	11.98
382	Half a King	Abercrombie	Joe	https://joeabercrombie.com/	Harper Voyager	2014	Hardcover	384	English	PR6101.B49 H34	0007550200	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	A0C6556A4979A280D9070909D87EBAB3	2018-08-19	13.67
383	Dragon Haven	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2010	Hardcover	528	English	PS3558.O33636 D69	0061931411	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	2FE08421663F09204D39C3EEF53B296C	2019-04-26	18.49
384	The Witches	Dahl	Roald	https://www.roalddahl.com/	Puffin	2007	Paperback	208	English	PZ7.D1515 W	0590032496	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	D219943D20E02C8157C2982E947F6027	2020-08-25	9.04
385	Inspired: How to Create Tech Products Customers Love	Cagan	Marty		Wiley	2017	Hardcover	368	English	HF5415.157	1119387507	658.575	Management > Management and auxiliary services > Of Production > Product Development > Research And Development > Technology and Application of Knowledge	DF2707710E053CECF3589AC7CDCF2D4B	2021-04-17	6.21
386	Komarr	Bujold	Lois McMaster	http://www.dendarii.com/	Prentice Hall Press	1998	Hardcover	320	English	PS3552.U397 K66	0671878778	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	671D0ED798EC454D0F0F437AE4554F2F	2021-06-06	16.35
387	Proven Guilty	Butcher	Jim	https://www.jim-butcher.com/	Roc	2007	Paperback	576	English	PS3602.U85 P76	0451461037	813.6	21st Century > American fiction > English (North America) > Literature	AC97C969BA1125D199F6FDDF55DAC040	2012-02-25	5.47
388	Unfettered III	Williams	Tad	https://www.tadwilliams.com/	Grim Oak Press	2019	Hardcover	768	English		1944145230	808.83	Anthologies & Collections > By Topic > Fiction > Literature > Rhetoric and anthologies	7410A90A8A47149F7A1674EEC9DAC03E	2020-09-19	19.36
389	Unfettered III	Williams	Tad	https://www.tadwilliams.com/	Grim Oak Press	2019	Hardcover	768	English		1944145230	808.83	Anthologies & Collections > By Topic > Fiction > Literature > Rhetoric and anthologies	BC817D17490798D2240E91C7AD012E8F	2022-01-26	11.74
390	Unfettered III	Williams	Tad	https://www.tadwilliams.com/	Grim Oak Press	2019	Hardcover	768	English		1944145230	808.83	Anthologies & Collections > By Topic > Fiction > Literature > Rhetoric and anthologies	53EA5DCA823352997D77B5FCE5D79817	2020-03-16	19.01
391	The Long Dark Tea-Time Of The Soul	Adams	Douglas	https://www.douglasadams.com/	Pan Books	1988	Paperback	256	English	PR6051.D3352	0330309552	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	6A49665C66CF0AE373A995E68FEB40E9	1989-04-15	6.50
392	The Long Dark Tea-Time Of The Soul	Adams	Douglas	https://www.douglasadams.com/	Pan Books	1991	Paperback	256	English	PR6051.D3352	1128538285	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	116BCBE9670426E4C01F87497C2B5C48	2006-02-11	12.58
393	Under Heaven	Kay	Guy Gavriel	https://brightweavings.com/	Roc	2010	Hardcover	592	English	PR9199.K39 U53	0451463307	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	56954152228C7015A116284C32D359E7	2012-10-12	8.05
394	The Complete Adventures of Feluda, Vol. 2	Ray	Satyajit		Penguin India	2005	Paperback	755	English	PK1718.R3119 A2	014303278X	891.443	Bengali > Fiction > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Modern Indic languages	0C4DF9F2D7503F316F784C774B59B2BB	2012-10-26	9.40
395	Penric and the Shaman	Bujold	Lois McMaster	http://www.dendarii.com/	Subterranean Press	2017	Hardcover		English	PS3552.U397	1596068159	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	635E8FEF8738C58F5198C45243A73DFF	2017-05-30	8.38
396	Bottlenecks: Aligning UX Design with User Psychology	Evans	David C.		Apress	2017	Paperback	281	English	QA76.H85	1484225791	5.437	Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs	D8D2D062FE16E89A7196E7B2C20C0ECA	2022-11-01	18.38
397	Prelude to Foundation	Asimov	Isaac		HarperCollins	1994	Paperback	464	English	PS3551.S5 P7	0586071113	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	0507A9A94AD8D337973329C93BE9E4A6	2009-04-25	13.46
398	Prelude to Foundation	Asimov	Isaac		HarperCollins	1994	Paperback	464	English	PS3551.S5 P7	0586071113	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	97619A324379F806A6BD52D685484C4B	2012-08-22	9.49
399	Prelude to Foundation	Asimov	Isaac		HarperCollins	1994	Paperback	464	English	PS3551.S5 P7	0586071113	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	16F0A47C61C43E6735C5C01CB729B4AC	2003-06-22	9.45
400	The History of Akbar, Volume 3	Abu'l-Fazl			Harvard University Press	2017	Hardcover	704	English		0674659821			FD5EE416D7731EFCC8DA8EBA467D69DC	2020-03-07	13.04
401	Murder in Mesopotamia	Christie	Agatha	https://www.agathachristie.com/	Dell	1976	Paperback		English	PR6005.H66 M8	2702403786	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	0116F8A844A2AB0F39A8855EE2CB70EB	2007-10-20	16.41
402	Spook Country	Gibson	William	https://williamgibsonbooks.com/	Berkley	2008	Paperback	384	English	PS3557.I2264 S66	0425221415	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	9C7E771F2848ECFE17466A9692A3F024	2021-05-17	16.33
403	Little Lord Fauntleroy	Burnett	Frances Hodgson		NTC/Contemporary Publishing Company	1998	Paperback	256	English	PZ7.B934 L	1853261300	813.4	American fiction > English (North America) > Later 19th Century 1861-1900 > Literature	6A092C68CD790FCAFAA87B3AB49B12A7	2021-11-14	12.47
404	Flow My Tears, the Policeman Said	Dick	Philip K.	https://philipdick.com/	Gollancz	2001	Paperback	208	English	PS3554.I3 F56	1857983416	813	American fiction > English (North America) > Literature	F636EA3DB7A73A290F065D987510F83D	2013-10-27	14.17
405	Flow My Tears, the Policeman Said	Dick	Philip K.	https://philipdick.com/	Gollancz	2013	Paperback	208	English	PS3554.I3 F56	9782181307164	813	American fiction > English (North America) > Literature	B1A78C0C7473DE4A29B6C9D889B30A72	2016-02-10	5.77
406	The Hostile Hospital	Snicket	Lemony	http://danielhandler.com/	HarperCollins	2001	Hardcover	272	English	PZ7.S6795 H	0064408663	813.6	21st Century > American fiction > English (North America) > Literature	57B3B2F51E350CED369AA04D1C16DCCF	2016-10-25	5.41
407	The Gathering Storm	Jordan	Robert		Tor Books	2010	Paperback	1120	English	PS3560.O7617 G38	0765341530	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	4622F278BD7333F2D34C70A501F26553	2016-01-18	16.04
408	Rhythm of War	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2020	Hardcover		English	PS3619.A533	0765326388	813.6	21st Century > American fiction > English (North America) > Literature	5BD193C9F1E7073B44CDFDA37B257184	2021-02-07	12.27
409	A Long Way Gone: Memoirs of a Boy Soldier	Beah	Ishmael		Farrar, Straus and Giroux	2007	Hardcover	240	English	DT516.B43 A3	0374105235	966.404	Africa > History and Geography > Sierra Leone > West Africa	F9A13E430853DCC5EF2D3D2364A96105	2012-11-21	16.31
410	The History of Akbar, Volume 2	Abu'l-Fazl			Harvard University Press	2016	Hardcover	592	English	DS461.3 .A2313	0674504941			CF542D801224CDD9D70313DABC114ED3	2022-03-01	16.31
411	The Fairy's Return and Other Princess Tales	Levine	Gail Carson	https://gailcarsonlevine.com/	HarperCollins	2006	Hardcover	400	English	PZ8.L4793 F	0061130613	398.2	Customs, Etiquette, Folklore > Folk literature > Folklore > Social sciences	B38A194DC34DC8C0287F11DF38484A8A	2018-12-20	17.04
412	The Fairy's Return and Other Princess Tales	Levine	Gail Carson	https://gailcarsonlevine.com/	HarperCollins	2006	Hardcover	400	English	PZ8.L4793 F	0061130613	398.2	Customs, Etiquette, Folklore > Folk literature > Folklore > Social sciences	78B3F70F89308695A4CB5E7119D214C6	2013-08-24	15.77
413	Shattered Pillars	Bear	Elizabeth		Tor Books	2013	Hardcover	336	English	PS3602.E2475 S53	0765327554	813.6	21st Century > American fiction > English (North America) > Literature	737826BE67CA2CDD5EA7C567AC8A39DD	2022-06-16	13.75
414	These Happy Golden Years	Wilder	Laura Ingalls		HarperCollins	1953	Paperback	304	English	PZ7.W6461 T	0064400085	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature	427C8B42A498C2B4E71673034257490E	1953-10-28	10.17
415	Firefight	Sanderson	Brandon	https://www.brandonsanderson.com/	Delacorte Press	2015	Hardcover	432	English	PZ7.S19797 F	0385743580	813.7	American fiction > English (North America) > Literature	1356C1A8A3B644EFC9C3CFF57D905D91	2021-01-29	7.88
416	Emma	Austen	Jane		Dover Publications	2011	Paperback	448	English		0486478041	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature	FC614A99CE0F83D346EE32AA707CB2E8	2016-09-21	15.77
417	Emma	Austen	Jane		Dover Publications	2011	Paperback	448	English		0486478041	823.7	Early 19th century 1800-37 > English fiction > English {except North American} > Literature	40BBC846D9D5750A9347D88E7D60165F	2017-09-05	5.33
418	Ringworld	Niven	Larry		Del Rey	1985	Paperback	352	English	PZ4.N734 R	0345333926	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	9BE1027797F909FD3448B5F09F841B5A	1989-11-16	17.95
421	Noise: A Flaw in Human Judgment	Kahneman	Daniel		Little, Brown Spark	2021	Hardcover	464	English	BF447 .K34	0316451401	153.83	Cognition And Memory > Decision Making > Decision Making And Persuasion > Philosophy and Psychology > Psychology	34AF1E360835E844624B5E5F4E363FFA	2021-06-22	6.89
422	The Sandman Vol. 3: Dream Country	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1991	Paperback	160		PN6728.S26 G35	156389016X	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	673021E934C6908689FC8B0B997CA7FE	1995-02-13	5.45
423	Spellbound: Fantasy Stories	Jones	Diana Wynne	http://www.dianawynnejones.com/	Kingfisher	2007	Paperback	280	English	PZ5 .F2148	0753461447	823.0876608	Adventure fiction > By Type > Collections > English fiction > English {except North American} > Fantasy fiction > Genre fiction > Literature > Speculative fiction	5ADCF880A0D341568DD02B1C6FE8D3F0	2020-12-25	10.61
424	Ptolemy's Gate	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2005	Hardcover	512	English	PZ7.S92475 P	0786818611	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	5FB0692A2A5000D1F6925538ABB5A291	2020-04-15	16.85
425	The Screaming Staircase	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2013	Hardcover	400	English	PZ7.S92475 S	1423164911	820	English literature > English {except North American} > Literature	8BA550727421D101857DF53787216DC8	2014-11-05	14.99
426	The Screaming Staircase	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2022	Hardcover	400	English	PZ7.S92475 S	9788360548085	820	English literature > English {except North American} > Literature	70760BF6AB4B592ECBFFE37C001AC606	2022-02-18	11.54
427	Catching Fire	Collins	Suzanne	http://www.suzannecollinsbooks.com/	Scholastic Press	2009	Hardcover	391	English	PZ7.C6837	0439023491	813.6	21st Century > American fiction > English (North America) > Literature	8D92F5CBF7825B87995470A644AAD011	2015-10-17	7.16
428	The Assassins of Thasalon	Bujold	Lois McMaster	http://www.dendarii.com/	Subterranean Press	2022	Hardcover		English		1645240894	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	1D5906DC4A018FF76AEFF609C40AA2F2	2022-03-08	9.68
429	The Wonderful Story of Henry Sugar	Dahl	Roald	https://www.roalddahl.com/	Puffin	2000	Paperback	240	English	PZ7.D1515 W	0141304707	813	American fiction > English (North America) > Literature	D3B42CC45FEE24297166D21851C2EEE1	2006-12-20	17.69
430	Furies of Calderon	Butcher	Jim	https://www.jim-butcher.com/	Ace Books	2005	Paperback	512	English	PS3602.U85	044101268X	813.6	21st Century > American fiction > English (North America) > Literature	BA336FB48570EDF257053527F6F43C74	2022-05-18	19.96
431	Furies of Calderon	Butcher	Jim	https://www.jim-butcher.com/	Ace Books	2011	Paperback	512	English	PS3602.U85	9781253152623	813.6	21st Century > American fiction > English (North America) > Literature	C067BEE77DF526EF0A51DD7A64D0C3FB	2011-06-02	9.65
432	Furies of Calderon	Butcher	Jim	https://www.jim-butcher.com/	Ace Books	2011	Paperback	512	English	PS3602.U85	9781253152623	813.6	21st Century > American fiction > English (North America) > Literature	B1888D35B14DA369DCA8E297F9DD65D0	2014-08-13	19.01
433	The Ramayana: A Shortened Modern Prose Version of the Indian Epic	Narayan	R. K.		Penguin Classics	2006	Paperback	192	English	PR9499.N3 R36	0143039679	297.5922	Islam, Babism, Bahai Faith > Moral Theology, Pillars of the Faith > Other Religions > Religions	F30DEE6D870F49D1E3A62650FA61DA52	2016-04-18	12.44
434	Dark One Volume 1	Sanderson	Brandon	https://www.brandonsanderson.com/	Vault Comics	2021	Hardcover		English		1939424453	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	FDB23A0ED6C7416D27776B7B76ED861B	2022-07-16	9.37
435	More Mexican Everyday: Simple, Seasonal, Celebratory	Bayless	Rick		W. W. Norton & Company	2015	Hardcover		English	TX716.M4 B2952	0393081141	641.5972	Cooking characteristic of specific geographic environments, ethnic cooking > Cooking, cookbooks > Food And Drink > Home and family management > Mexico, Central America, and the Caribbean > North America > Technology and Application of Knowledge	580EFED47C9EE40240C2D3F396719EDB	2021-11-01	9.14
436	The Kodansha Kanji Dictionary	Halpern	Jack		Kodansha International	2013	Hardcover	2112	English	PL677.5 .N73	1568364083	495.6	Japanese > Language > Languages of East & Southeast Asia > Other Languages	6A40FCF0F31208B532A0FCAAE6DC7047	2015-11-12	12.64
437	House of Shadows	Neumeier	Rachel	https://www.rachelneumeier.com/	Orbit	2012	Paperback	352	English	PS3614.E553 H68	031607277X	813.6	21st Century > American fiction > English (North America) > Literature	251CA2A80DC6B8D269B7EA4423A7BDE6	2015-02-08	15.78
438	House of Shadows	Neumeier	Rachel	https://www.rachelneumeier.com/	Orbit	2018	Paperback	352	English	PS3614.E553 H68	9785095999317	813.6	21st Century > American fiction > English (North America) > Literature	5EC31391D5BE527390BBC207A9C56DFC	2022-09-01	9.69
439	House of Shadows	Neumeier	Rachel	https://www.rachelneumeier.com/	Orbit	2018	Paperback	352	English	PS3614.E553 H68	9785095999317	813.6	21st Century > American fiction > English (North America) > Literature	D9C5E607DEEE8FB2AF9CD8A8E3CFE9DD	2020-12-04	17.21
440	Republic	Plato			Hackett Pub Co	2004	Paperback	392	English	JC71	0872207366	321.07	Ideal state; Utopias > Political Science  > Political Systems > Political Systems > Social sciences	BB902E3CF5F9A14F14D33261BE86CDB7	2021-10-10	12.25
441	Republic	Plato			Hackett Pub Co	2004	Paperback	392	English	JC71	0872207366	321.07	Ideal state; Utopias > Political Science  > Political Systems > Political Systems > Social sciences	2D4640EBE8A9CF2C7E32A24703BEC497	2010-08-20	7.34
442	Republic	Plato			Hackett Pub Co	2004	Paperback	392	English	JC71	0872207366	321.07	Ideal state; Utopias > Political Science  > Political Systems > Political Systems > Social sciences	3DBB8D1A71D61E3ED7A26EE7729F58F7	2008-09-24	11.86
443	The Pale Horse	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1972	Paperback		English	PR6005.H66 P28	0671776150	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	824617F6E68A360CFD3D3F7D77B48EFB	2022-07-04	10.86
444	Fantastic Mr. Fox	Dahl	Roald	https://www.roalddahl.com/	Puffin	1988	Paperback	96	English	PZ7.D1515 F	0140328726	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	F72C075DAF9C90D2CC5AE99737B70907	2005-09-02	5.80
445	The Reptile Room	Snicket	Lemony	http://danielhandler.com/	HarperCollins	1999	Hardcover		English	PZ7.S6795 R	0064407675	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	3A20E69BAA2331C7BB460B1CFE6F15EE	2007-02-16	12.48
446	The Lord of the Rings	Tolkien	J. R. R.	https://www.tolkienestate.com/	Houghton Mifflin Harcourt	1991	Hardcover	1216	English	PR6039.O32	0395595118	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	848D035BBE82FB769A7A2AA5C3DF843A	1992-05-18	15.39
447	Designing for the Digital Age: How to Create Human-Centered Products and Services	Goodwin	Kim		Wiley	2009	Paperback	768	English	TS171 .G664	9780470229101	745.2	Decorative Arts > Graphic arts and decorative arts > Industrial > The arts	9D5849EC2FD019AEFE2DC7277B77E2E0	2022-03-24	12.08
448	Just My Type: A Book About Fonts	Garfield	Simon		Gotham	2011	Hardcover	384	English	Z250 .G228	9781592406524	686.224	Books: Binding, Design, Printing > Manufacture of products for specific uses, handicrafts > Printing > Technology and Application of Knowledge > Typefaces > Typography	23491F5FE01F75D182BAB34BEBCD971A	2017-07-28	8.82
449	White Mughals: Love and Betrayal in Eighteenth-Century India	Dalrymple	William	https://williamdalrymple.com/	Perfection Learning	2004	Paperback	624	English	DS428 .D33	0143030469	813	American fiction > English (North America) > Literature	0F66A5E7231A56C3CE80FD97F1314BA8	2017-01-21	14.74
450	The Minpins	Dahl	Roald	https://www.roalddahl.com/	Scholastic Press	1996	Paperback	47	English	PZ7.D1515 M	0590163183	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	EFA6413ACF30633D72365171E1F140AF	2006-05-28	19.55
451	The Rope Trick	Alexander	Lloyd		Dutton Juvenile	2002	Hardcover	192	English	PZ7.A3774 R	0525470204	303	Social Processes > Social Sciences > Social sciences	2789DE46D5EA56913373B46A2674A948	2012-09-21	19.41
452	Uprooted	Novik	Naomi	http://naominovik.com/	Del Rey	2016	Paperback	464	English	PS3614.O93	0804179050	813.6	21st Century > American fiction > English (North America) > Literature	63D4AB0354A43E1B85B32783D63721AF	2020-05-29	12.26
453	The Mountain of Kept Memory	Neumeier	Rachel	https://www.rachelneumeier.com/	Saga Press	2016	Hardcover	448	English	PS3614.E553 M68	1481448943	813.6	21st Century > American fiction > English (North America) > Literature	DC1280E467B29D8781E22385A436D142	2018-09-20	10.34
454	Death Note, Vol. 5	Ohba	Tsugumi		VIZ Media LLC	2006	Paperback	208	English	PN6790.J34	1421506262	741.5952	Asian > Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > Japanese > The arts	FEEAA8119189E802B714C766A16963D3	2010-11-19	15.22
455	Death Note, Vol. 5	Ohba	Tsugumi		VIZ Media LLC	2009	Paperback	208	English	PN6790.J34	9784809236085	741.5952	Asian > Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > Japanese > The arts	66DA17A1F8B4DC8674E9484FDE2CC8CA	2012-02-08	14.70
456	The El Dorado Adventure	Alexander	Lloyd		Dutton Juvenile	1987	Hardcover	176	English	PZ7.A3774 E	0525443134	303	Social Processes > Social Sciences > Social sciences	28D323E7BAFDE84E85A1F11C85223CF5	1987-08-01	13.14
457	Lying	Harris	Sam		Four Elephants Press	2013	Hardcover		English, French	BF637.D42	9781940051000	177.3	Ethics > Philosophy and Psychology > Social Ethics  > Truth - Slander - Flattery	C92A56C44787FEA6A7AEF77FD70DE452	2013-04-17	7.46
458	Lying	Harris	Sam		Four Elephants Press	2019	Hardcover		English, French	BF637.D42	9780368290924	177.3	Ethics > Philosophy and Psychology > Social Ethics  > Truth - Slander - Flattery	457EBA01036F42DDE914F61AB6E699D6	2019-11-18	5.50
459	Harry Potter and the Order of the Phoenix	Rowling	J. K.	https://jkrowling.com/	Bloomsbury	2003	Hardcover	766	English	PR6068.O93	0747551006	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	C4117F7CBCA7E0A6A5204CFE2AE1EC16	2020-09-15	12.95
460	Perhaps the Stars	Palmer	Ada	https://www.adapalmer.com/	Tor Books	2021	Hardcover	608	English	PS3616.A33879 P47	076537806X	813.6	21st Century > American fiction > English (North America) > Literature	33FB89DDB66DFC8504B626A61594E122	2021-06-28	17.70
461	The Start-up of You: Adapt to the Future, Invest in Yourself, and Transform Your Career	Hoffman	Reid	https://www.reidhoffman.org/	Currency	2012	Hardcover	272	English	HF5384 .H63	0307888908	650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge	B90A049D53550253D534E130B3363BCC	2019-08-12	7.90
462	The Start-up of You: Adapt to the Future, Invest in Yourself, and Transform Your Career	Hoffman	Reid	https://www.reidhoffman.org/	Currency	2012	Hardcover	272	English	HF5384 .H63	0307888908	650.1	Business > Management and auxiliary services > Personal success in business > Technology and Application of Knowledge	79DE0DB272F1DF43D2912E4D8D7969B4	2012-02-02	19.28
463	The Eye of the World: The Graphic Novel, Volume Three	Jordan	Robert		Tor Books	2014	Paperback	176	English	PN6728.W57 D584	0765337886	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	97C32CDE276DBC6410B6D7A6743ACC26	2022-11-17	14.99
464	Murder in the Calais Coach	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1974	Paperback		English	PR6005.H66 M88	0671774484	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	11D998BFB10507885DF28D904245D965	2010-01-23	12.05
465	Murder in the Calais Coach	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1974	Paperback		English	PR6005.H66 M88	0671774484	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	E20D8D46C0D98AB978DD958FEAD62303	2014-02-22	12.05
466	500 Lines or Less	Brown	Amy		lulu.com	2016	Paperback	478	English	QA76.6	1329871278			E032011D4472BBD7B714A825408E18CA	2020-08-01	7.27
467	Arcanum Unbounded: The Cosmere Collection	Sanderson	Brandon	https://www.brandonsanderson.com/	Tor Books	2016	Hardcover	672	English	PS3619.A533 A6	0765391163	813.6	21st Century > American fiction > English (North America) > Literature	D455ACDAC6A3A8C17C0B5CF6E713BB76	2016-02-26	14.45
468	By the Shores of Silver Lake	Wilder	Laura Ingalls		HarperCollins	1953	Paperback	304	English	PZ7.W6461 B	0064400050	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature	D11CCB9CABBB5D16928A7C6A305F5C2D	2014-12-02	12.91
469	By the Shores of Silver Lake	Wilder	Laura Ingalls		HarperCollins	1963	Paperback	304	English	PZ7.W6461 B	9219487493	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature	E6E2D06CAE02C08EADD745A6D835CE30	1994-05-25	14.10
470	Smoke and Mirrors: Short Fictions and Illusions	Gaiman	Neil	https://neilgaiman.com/	Avon	2005	Paperback	384		PR6057.A319 S6	0380789027	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	F91AA37E442E08D0D79B51A39527B337	2021-06-25	11.84
471	Thick as Thieves	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2017	Hardcover	400	English	PZ7.T85565 T	0062568248	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	1048D730417A18C252E10036780D763F	2018-01-03	7.98
472	The Food Lab: Better Home Cooking Through Science	López-Alt	J. Kenji		W. W. Norton & Company	2015	Hardcover	938	English	TX651 .L526	0393081087	664.07	Chemical Technology > Foods: Sugar, Starch, etc. > Technology and Application of Knowledge	DFF1098E7D480599549AA7A0A6A81E56	2016-09-04	10.67
473	Assassin's Apprentice	Hobb	Robin	http://www.robinhobb.com/	Spectra	1996	Paperback	448	English	PS3558.O33636	055357339X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	F913B4621C164F3CCC9067042F82E853	2019-12-21	18.59
474	The Stone of Farewell	Williams	Tad	https://www.tadwilliams.com/	DAW	1990	Hardcover	589	English	PS3573.I45563 S76	0886774357	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	EFA125BE27597E6BD1F5E0B51AEB8149	2007-08-23	10.46
475	Penric's Progress	Bujold	Lois McMaster	http://www.dendarii.com/	Baen	2020	Hardcover	320	English	PS3552.U397 P46	1982124296	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	E96CE390CA0745258A12347181B4E842	2021-09-13	10.37
476	Jim Butcher's Dresden Files: Down Town	Butcher	Jim	https://www.jim-butcher.com/	Dynamite Entertainment	2015	Hardcover	144	English		160690700X	741.5	Cartoons, Caricatures, Comics > Drawing &  drawings > Graphic arts and decorative arts > The arts	187932731CA75914C0B673ED770406DC	2019-08-20	15.67
477	Embassytown	Mieville	China	http://www.chinamieville.net/	Del Rey	2011	Hardcover	368	English	PR6063.I265 E46	0345524497	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	4409922242F7DE0EAA8D18117A668328	2013-04-18	12.17
478	The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure	Goldman	William		Del Rey	2000	Paperback	416	English	PS3557.O384	0345348036	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	80954D7D8D35C43B7E3086DEE20A3DAF	2003-05-09	16.08
479	How To Win Friends and Influence People	Carnegie	Dale		Simon & Schuster	2009	Hardcover	320	English	BF637.S8 C37	1439167346	158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology	8F576AE5F12E930ED2B8B5992D6BD936	2013-07-06	11.37
480	How To Win Friends and Influence People	Carnegie	Dale		Simon & Schuster	2009	Hardcover	320	English	BF637.S8 C37	1439167346	158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology	2BA9E0699C75C0150E31AADD20610EDE	2014-09-28	10.51
